,Station ID,Complex ID,GTFS Stop ID,Division,Line,Stop Name,Borough,Daytime Routes,Structure,GTFS Latitude,GTFS Longitude,North Direction Label,South Direction Label,ADA,ADA Direction Notes,ADA NB,ADA SB,Capital Outage NB,Capital Outage SB
19,20,20,R24,BMT,Broadway,CITY HALL,M,R W,Subway,40.713282,-74.006978,Uptown & Queens,Downtown & Brooklyn,0,,,,,
334,334,334,231,IRT,Clark St,CLARK ST,Bk,2 3,Subway,40.697466,-73.993086,Manhattan,Flatbush - New Lots,0,,,,,
290,290,290,G34,IND,Crosstown,CLASSON AV,Bk,G,Subway,40.688873,-73.96007,Queens,Church Av,0,,,,,
88,89,89,J22,BMT,Jamaica,CLEVELAND ST,Bk,J,Elevated,40.679947,-73.884639,Jamaica,Manhattan,0,,,,,
478,504,504,S28,SIR,Staten Island,CLIFTON,SI,SIR,Elevated,40.621319,-74.071402,St George,Tottenville,0,,,,,
177,177,177,A44,IND,8th Av - Fulton St,CLINTON-WASHINGTON AVS,Bk,C,Subway,40.683263,-73.965838,Manhattan,Euclid Av,0,,,,,
291,291,291,G35,IND,Crosstown,CLINTON-WASHINGTON AVS,Bk,G,Subway,40.688089,-73.966839,Queens,Church Av,0,,,,,
57,58,58,D43,BMT,Sea Beach / West End / Culver / Brighton,CONEY ISLAND-STILLWELL AV,Bk,D F N Q,Viaduct,40.577422,-73.981233,Manhattan,,1,,,,,
45,46,46,D30,BMT,Broadway - Brighton,CORTELYOU RD,Bk,Q,Open Cut,40.640927,-73.963891,Manhattan,Brighton Beach & Coney Island,0,,,,,
20,21,624,R25,BMT,Broadway,CORTLANDT ST,M,R W,Subway,40.710668,-74.011029,Uptown & Queens,Downtown & Brooklyn,1,,,,,
281,281,606,G22,IND,Crosstown,COURT SQ,Q,G,Subway,40.746554,-73.943832,,Brooklyn,0,,,,,
463,462,606,719,IRT,Flushing,COURT SQ,Q,7,Elevated,40.747023,-73.945264,Flushing,Manhattan,1,,,,,
274,274,606,F09,IND,Queens Blvd,COURT SQ-23 ST,Q,E M,Subway,40.747846,-73.946,Forest Hills - Jamaica,Manhattan,2,Manhattan-bound only,0.0,1.0,,
23,24,620,R28,BMT,Broadway,COURT ST,Bk,R,Subway,40.6941,-73.991777,Manhattan,Bay Ridge - 95 St,0,,,,,
86,87,87,J20,BMT,Jamaica,CRESCENT ST,Bk,J Z,Elevated,40.683194,-73.873785,Jamaica,Manhattan,0,,,,,
345,345,345,250,IRT,Eastern Pky,CROWN HTS-UTICA AV,Bk,3 4,Subway,40.668897,-73.932942,Manhattan,New Lots,1,,,,,
375,375,375,617,IRT,Pelham,CYPRESS AV,Bx,6,Subway,40.805368,-73.914042,Pelham Bay Park,Manhattan,0,,,,,
85,86,86,J19,BMT,Jamaica,CYPRESS HILLS,Bk,J,Elevated,40.689941,-73.87255,Jamaica,Manhattan,0,,,,,
126,127,127,L16,BMT,Canarsie,DEKALB AV,Bk,L,Subway,40.703811,-73.918425,Manhattan,Canarsie - Rockaway Parkway,0,,,,,
25,26,26,R30,BMT,Broadway - Brighton,DEKALB AV,Bk,B Q R,Subway,40.690635,-73.981824,Manhattan,Coney Island - Bay Ridge,1,,,,,
233,233,625,F15,IND,6th Av - Culver,DELANCEY ST-ESSEX ST,M,F,Subway,40.718611,-73.988114,Uptown & Queens,Downtown & Brooklyn,0,,,,,
101,102,625,M18,BMT,Jamaica,DELANCEY ST-ESSEX ST,M,J M Z,Subway,40.718315,-73.987437,Brooklyn,Broad St (JZ) - Uptown (M),0,,,,,
244,244,244,F29,IND,6th Av - Culver,DITMAS AV,Bk,F,Elevated,40.636119,-73.978172,Manhattan,Coney Island,0,,,,,
481,507,507,S25,SIR,Staten Island,DONGAN HILLS,SI,SIR,Embankment,40.588849,-74.09609,St George,Tottenville,1,,,,,
299,299,299,109,IRT,Broadway - 7Av,DYCKMAN ST,M,1,Elevated,40.860531,-73.925536,Uptown & The Bronx,Downtown,2,Downtown only,0.0,1.0,,
142,144,144,A03,IND,8th Av - Fulton St,DYCKMAN ST,M,A,Subway,40.865491,-73.927271,207 St,Downtown & Brooklyn,0,,,,,
374,374,374,616,IRT,Pelham,E 143 ST-ST MARY'S ST,Bx,6,Subway,40.808719,-73.907657,Pelham Bay Park,Manhattan,0,,,,,
373,373,373,615,IRT,Pelham,E 149 ST,Bx,6,Subway,40.812118,-73.904098,Pelham Bay Park,Manhattan,0,,,,,
426,426,426,213,IRT,Lenox - White Plains Rd,E 180 ST,Bx,2 5,Elevated,40.841894,-73.873488,Wakefield - Eastchester,Manhattan,1,,,,,
136,137,137,L28,BMT,Canarsie,EAST 105 ST,Bk,L,At Grade,40.650573,-73.899485,Manhattan,Canarsie - Rockaway Parkway,0,,,,,
234,234,234,F16,IND,6th Av - Culver,EAST BROADWAY,M,F,Subway,40.713715,-73.990173,Uptown & Queens,Brooklyn,0,,,,,
442,442,442,501,IRT,Dyre Av,EASTCHESTER-DYRE AV,Bx,5,At Grade,40.8883,-73.830834,,Manhattan,0,,,,,
341,341,341,238,IRT,Eastern Pky,EASTERN PKWY-BROOKLYN MUSEUM,Bk,2 3,Subway,40.671987,-73.964375,Manhattan,Flatbush - New Lots,1,,,,,
369,369,369,611,IRT,Pelham,ELDER AV,Bx,6,Elevated,40.828584,-73.879159,Pelham Bay Park,Manhattan,0,,,,,
266,266,266,G13,IND,Queens Blvd,ELMHURST AV,Q,M R,Subway,40.742454,-73.882017,Forest Hills,Manhattan,0,,,,,
488,514,514,S18,SIR,Staten Island,ELTINGVILLE,SI,SIR,Embankment,40.544601,-74.16457,St George,Tottenville,0,,,,,
188,188,188,A55,IND,8th Av - Fulton St,EUCLID AV,Bk,A C,Subway,40.675377,-73.872106,Manhattan,Lefferts - Rockaways,1,,,,,
209,209,209,H11,IND,Rockaway,FAR ROCKAWAY-MOTT AV,Q,A,Viaduct,40.603995,-73.755405,Manhattan,,1,,,,,
359,359,359,247,IRT,Nostrand,FLATBUSH AV-BROOKLYN COLLEGE,Bk,2 5,Subway,40.632836,-73.947642,Manhattan,,1,,,,,
97,98,98,M12,BMT,Jamaica,FLUSHING AV,Bk,J M,Elevated,40.70026,-73.941126,Jamaica - Middle Village,Manhattan,1,,,,,
287,287,287,G31,IND,Crosstown,FLUSHING AV,Bk,G,Subway,40.700377,-73.950234,Queens,Church Av,0,,,,,
447,447,447,701,IRT,Flushing,FLUSHING-MAIN ST,Q,7,Subway,40.7596,-73.83003,,Manhattan,1,,,,,
382,382,382,407,IRT,Jerome Av,FORDHAM RD,Bx,4,Elevated,40.862803,-73.901034,Woodlawn,Manhattan,1,,,,,
213,213,213,D05,IND,Concourse,FORDHAM RD,Bx,B D,Subway,40.861296,-73.897749,Bedford Pk Blvd & 205 St,Manhattan,0,,,,,
109,110,110,M05,BMT,Myrtle Av,FOREST AV,Q,M,Elevated,40.704423,-73.903077,Manhattan,Metropolitan Av,0,,,,,
261,261,261,G08,IND,Queens Blvd,FOREST HILLS-71 AV,Q,E F M R,Subway,40.721691,-73.844521,Jamaica,Manhattan,1,,,,,
242,242,242,F26,IND,6th Av - Culver,FORT HAMILTON PKWY,Bk,F G,Subway,40.650782,-73.975776,Manhattan - Queens,Church Av - Coney Island,0,,,,,
71,72,72,N03,BMT,Sea Beach,FORT HAMILTON PKWY,Bk,N,Open Cut,40.631386,-74.005351,Manhattan,Coney Island,0,,,,,
59,60,60,B13,BMT,West End,FORT HAMILTON PKWY,Bk,D,Elevated,40.640914,-73.994304,Manhattan,Coney Island,0,,,,,
178,178,627,A45,IND,8th Av - Fulton St,FRANKLIN AV,Bk,C,Subway,40.68138,-73.956848,Manhattan,Euclid Av,1,,,,,
138,139,627,S01,BMT,Franklin Shuttle,FRANKLIN AV,Bk,S,Elevated,40.680596,-73.955827,,Prospect Park,1,,,,,
342,342,626,239,IRT,Eastern Pky,FRANKLIN AVENUE-MEDGAR EVERS COLLEGE,Bk,2 3 4 5,Subway,40.670682,-73.958131,Manhattan,Flatbush - Utica - New Lots,0,,,,,
326,326,326,136,IRT,Broadway - 7Av,FRANKLIN ST,M,1,Subway,40.719318,-74.006886,Uptown & The Bronx,Downtown,0,,,,,
429,429,429,216,IRT,Lenox - White Plains Rd,FREEMAN ST,Bx,2 5,Elevated,40.829993,-73.891865,Wakefield - Eastchester,Manhattan,0,,,,,
108,109,109,M04,BMT,Myrtle Av,FRESH POND RD,Q,M,Elevated,40.706186,-73.895877,Manhattan,Metropolitan Av,0,,,,,
105,106,628,M22,BMT,Jamaica,FULTON ST,M,J Z,Subway,40.710374,-74.007582,Brooklyn,Broad St,1,,,,,
292,292,292,G36,IND,Crosstown,FULTON ST,Bk,G,Subway,40.687119,-73.975375,Queens,Church Av,0,,,,,
332,332,628,229,IRT,Clark St,FULTON ST,M,2 3,Subway,40.709416,-74.006571,Uptown & The Bronx,Downtown & Brooklyn,1,,,,,
412,412,628,418,IRT,Lexington Av,FULTON ST,M,4 5,Subway,40.710368,-74.009509,Uptown & The Bronx,Downtown & Brooklyn,1,,,,,
172,172,628,A38,IND,8th Av - Fulton St,FULTON ST,M,A C,Subway,40.710197,-74.007691,Uptown,Brooklyn,1,,,,,
94,95,95,J30,BMT,Jamaica,GATES AV,Bk,J Z,Elevated,40.68963,-73.92227,Jamaica,Manhattan,0,,,,,
121,122,122,L11,BMT,Canarsie,GRAHAM AV,Bk,L,Subway,40.714565,-73.944053,Manhattan,Canarsie - Rockaway Parkway,0,,,,,
340,340,340,237,IRT,Eastern Pky,GRAND ARMY PLAZA,Bk,2 3,Subway,40.675235,-73.971046,Manhattan,Flatbush - New Lots,0,,,,,
265,265,265,G12,IND,Queens Blvd,GRAND AV-NEWTOWN,Q,M R,Subway,40.737015,-73.877223,Forest Hills,Manhattan,0,,,,,
402,402,610,631,IRT,Lexington Av,GRAND CENTRAL-42 ST,M,4 5 6,Subway,40.751776,-73.976848,Uptown & The Bronx,Downtown & Brooklyn,1,,,,,
466,465,610,723,IRT,Flushing,GRAND CENTRAL-42 ST,M,7,Subway,40.751431,-73.976041,Queens,34 St - Hudson Yards,1,,,,,
470,469,610,901,IRT,Lexington - Shuttle,GRAND CENTRAL-42 ST,M,S,Subway,40.752769,-73.979189,Times Sq,,1,,,,,
231,231,231,D22,IND,6th Av - Culver,GRAND ST,M,B D,Subway,40.718267,-73.993753,Uptown & The Bronx,Brooklyn,0,,,,,
122,123,123,L12,BMT,Canarsie,GRAND ST,Bk,L,Subway,40.711926,-73.94067,Manhattan,Canarsie - Rockaway Parkway,0,,,,,
189,189,189,A57,IND,Liberty Av,GRANT AV,Bk,A,Subway,40.677044,-73.86505,Manhattan,Lefferts - Rockaways,0,,,,,
483,509,509,S23,SIR,Staten Island,GRANT CITY,SI,SIR,Open Cut,40.578965,-74.109704,St George,Tottenville,0,,,,,
479,505,505,S27,SIR,Staten Island,GRASMERE,SI,SIR,Open Cut,40.603117,-74.084087,St George,Tottenville,0,,,,,
487,513,513,S19,SIR,Staten Island,GREAT KILLS,SI,SIR,Open Cut,40.551231,-74.151399,St George,Tottenville,1,,,,,
283,283,283,G26,IND,Crosstown,GREENPOINT AV,Bk,G,Subway,40.731352,-73.954449,Queens,Church Av,1,,,,,
444,444,444,503,IRT,Dyre Av,GUN HILL RD,Bx,5,Open Cut,40.869526,-73.846384,Eastchester - Dyre Av,Manhattan,1,,,,,
421,421,421,208,IRT,Lenox - White Plains Rd,GUN HILL RD,Bx,2 5,Elevated,40.87785,-73.866256,Wakefield - 241 St,Manhattan,1,,,,,
128,129,129,L19,BMT,Canarsie,HALSEY ST,Q,L,Subway,40.695602,-73.904084,Manhattan,Canarsie - Rockaway Parkway,0,,,,,
93,94,94,J29,BMT,Jamaica,HALSEY ST,Bk,J,Elevated,40.68637,-73.916559,Jamaica,Manhattan,0,,,,,
436,436,436,301,IRT,Lenox - White Plains Rd,HARLEM-148 ST,M,3,Subway,40.82388,-73.93647,,Downtown & Brooklyn,0,,,,,
99,100,100,M14,BMT,Jamaica,HEWES ST,Bk,J M,Elevated,40.70687,-73.953431,Jamaica - Middle Village,Manhattan,0,,,,,
173,173,173,A40,IND,8th Av - Fulton St,HIGH ST,Bk,A C,Subway,40.699337,-73.990531,Manhattan,Euclid - Lefferts - Rockaways,0,,,,,
324,324,324,134,IRT,Broadway - 7Av,HOUSTON ST,M,1,Subway,40.728251,-74.005367,Uptown & The Bronx,Downtown,0,,,,,
198,198,198,H03,IND,Rockaway,HOWARD BEACH-JFK AIRPORT,Q,A,At Grade,40.660476,-73.830301,Manhattan,Rockaways,1,,,,,
336,336,336,233,IRT,Eastern Pky,HOYT ST,Bk,2 3,Subway,40.690545,-73.985065,Manhattan,Flatbush - New Lots,0,,,,,
175,175,175,A42,IND,8th Av - Fulton St,HOYT-SCHERMERHORN STS,Bk,A C G,Subway,40.688484,-73.985001,Manhattan - Church Av,Euclid Av & Queens - Court Sq,0,,,,,
490,516,516,S16,SIR,Staten Island,HUGUENOT,SI,SIR,Open Cut,40.533674,-74.191794,St George,Tottenville,0,,,,,
464,463,463,720,IRT,Flushing,HUNTERS POINT AV,Q,7,Subway,40.742216,-73.948916,Flushing,Manhattan,0,,,,,
371,371,371,613,IRT,Pelham,HUNTS POINT AV,Bx,6,Subway,40.820948,-73.890549,Pelham Bay Park,Manhattan,1,,,,,
431,431,431,218,IRT,Lenox - White Plains Rd,INTERVALE AV,Bx,2 5,Elevated,40.822181,-73.896736,Wakefield - Eastchester,Manhattan,0,,,,,
141,143,143,A02,IND,8th Av - Fulton St,INWOOD-207 ST,M,A,Subway,40.868072,-73.919899,,Downtown & Brooklyn,1,,,,,
433,433,433,220,IRT,Lenox - White Plains Rd,JACKSON AV,Bx,2 5,Elevated,40.81649,-73.907807,Wakefield - Eastchester,Manhattan,0,,,,,
267,267,616,G14,IND,Queens Blvd,JACKSON HTS-ROOSEVELT AV,Q,E F M R,Subway,40.746644,-73.891338,Forest Hills - Jamaica,Manhattan,1,,,,,
278,278,278,G05,IND,Queens - Archer,JAMAICA CENTER-PARSONS/ARCHER,Q,E J Z,Subway,40.702147,-73.801109,,Manhattan,1,,,,,
254,254,254,F01,IND,Queens Blvd,JAMAICA-179 ST,Q,F,Subway,40.712646,-73.783817,,Manhattan,1,,,,,
280,280,280,G07,IND,Queens - Archer,JAMAICA-VAN WYCK,Q,E,Subway,40.702566,-73.816859,Jamaica Center,Manhattan,1,,,,,
24,25,636,R29,BMT,Broadway,JAY ST-METROTECH,Bk,R,Subway,40.69218,-73.985942,Manhattan,Bay Ridge - 95 St,1,,,,,
174,174,636,A41,IND,8th Av - Fulton St,JAY ST-METROTECH,Bk,A C F,Subway,40.692338,-73.987342,Manhattan,Euclid - Lefferts - Rockaways - Coney Island,1,,,,,
482,508,508,S24,SIR,Staten Island,JEFFERSON AV,SI,SIR,Embankment,40.583591,-74.103338,St George,Tottenville,0,,,,,
125,126,126,L15,BMT,Canarsie,JEFFERSON ST,Bk,L,Subway,40.706607,-73.922913,Manhattan,Canarsie - Rockaway Parkway,0,,,,,
451,451,451,707,IRT,Flushing,JUNCTION BLVD,Q,7,Elevated,40.749145,-73.869527,Flushing,Manhattan,1,,,,,
349,349,349,254,IRT,Eastern Pky,JUNIUS ST,Bk,3,Elevated,40.663515,-73.902447,Manhattan,New Lots,0,,,,,
259,259,259,F06,IND,Queens Blvd,KEW GARDENS-UNION TPKE,Q,E F,Subway,40.714441,-73.831008,Jamaica,Manhattan,1,,,,,
50,51,51,D35,BMT,Broadway - Brighton,KINGS HWY,Bk,B Q,Open Cut,40.60867,-73.957734,Manhattan,Brighton Beach & Coney Island,1,,,,,
250,250,250,F35,IND,6th Av - Culver,KINGS HWY,Bk,F,Elevated,40.603217,-73.972361,Manhattan,Coney Island,0,,,,,
76,77,77,N08,BMT,Sea Beach,KINGS HWY,Bk,N,Open Cut,40.603923,-73.980353,Manhattan,Coney Island,0,,,,,
212,212,212,D04,IND,Concourse,KINGSBRIDGE RD,Bx,B D,Subway,40.866978,-73.893509,Bedford Pk Blvd & 205 St,Manhattan,1,,,,,
381,381,381,406,IRT,Jerome Av,KINGSBRIDGE RD,Bx,4,Elevated,40.86776,-73.897174,Woodlawn,Manhattan,0,,,,,
344,344,344,249,IRT,Eastern Pky,KINGSTON AV,Bk,3,Subway,40.669399,-73.942161,Manhattan,New Lots,0,,,,,
180,180,180,A47,IND,8th Av - Fulton St,KINGSTON-THROOP AVS,Bk,C,Subway,40.679921,-73.940858,Manhattan,Euclid Av,0,,,,,
112,113,113,M09,BMT,Myrtle Av,KNICKERBOCKER AV,Bk,M,Elevated,40.698664,-73.919711,Manhattan,Metropolitan Av,0,,,,,
95,96,96,J31,BMT,Jamaica,KOSCIUSZKO ST,Bk,J,Elevated,40.693342,-73.928814,Jamaica,Manhattan,0,,,,,
176,176,176,A43,IND,8th Av - Fulton St,LAFAYETTE AV,Bk,C,Subway,40.686113,-73.973946,Manhattan,Euclid Av,0,,,,,
275,275,612,F11,IND,Queens Blvd,LEXINGTON AV/53 ST,M,E M,Subway,40.757552,-73.969055,Queens,Downtown & Brooklyn,1,,,,,
6,7,613,R11,BMT,Astoria,LEXINGTON AV/59 ST,M,N W R,Subway,40.76266,-73.967258,Queens,Downtown & Brooklyn,0,,,,,
223,223,223,B08,IND,63rd St,LEXINGTON AV/63 ST,M,F Q,Subway,40.764629,-73.966113,Uptown - Queens,Downtown & Brooklyn,1,,,,,
185,185,185,A52,IND,8th Av - Fulton St,LIBERTY AV,Bk,C,Subway,40.674542,-73.896548,Manhattan,Euclid Av,0,,,,,
134,135,135,L26,BMT,Canarsie,LIVONIA AV,Bk,L,Elevated,40.664038,-73.900571,Manhattan,Canarsie - Rockaway Parkway,0,,,,,
372,372,372,614,IRT,Pelham,LONGWOOD AV,Bx,6,Subway,40.816104,-73.896435,Pelham Bay Park,Manhattan,0,,,,,
98,99,99,M13,BMT,Jamaica,LORIMER ST,Bk,J M,Elevated,40.703869,-73.947408,Jamaica - Middle Village,Manhattan,0,,,,,
120,121,629,L10,BMT,Canarsie,LORIMER ST,Bk,L,Subway,40.714063,-73.950275,Manhattan,Canarsie - Rockaway Parkway,0,,,,,
296,296,296,106,IRT,Broadway - 7Av,MARBLE HILL-225 ST,M,1,Elevated,40.874561,-73.909831,242 St,Downtown,0,,,,,
100,101,101,M16,BMT,Jamaica,MARCY AV,Bk,J M Z,Elevated,40.708359,-73.957757,Jamaica - Middle Village,Manhattan,1,,,,,
285,285,629,G29,IND,Crosstown,METROPOLITAN AV,Bk,G,Subway,40.712792,-73.951418,Queens,Church Av,0,,,,,
448,448,448,702,IRT,Flushing,METS-WILLETS POINT,Q,7,Elevated,40.754622,-73.845625,Flushing,Manhattan,0,,,,,
107,108,108,M01,BMT,Myrtle Av,MIDDLE VILLAGE-METROPOLITAN AV,Q,M,Elevated,40.711396,-73.889601,Manhattan,,1,,,,,
362,362,362,603,IRT,Pelham,MIDDLETOWN RD,Bx,6,Elevated,40.843863,-73.836322,Pelham Bay Park,Manhattan,0,,,,,
123,124,124,L13,BMT,Canarsie,MONTROSE AV,Bk,L,Subway,40.707739,-73.93985,Manhattan,Canarsie - Rockaway Parkway,0,,,,,
124,125,125,L14,BMT,Canarsie,MORGAN AV,Bk,L,Subway,40.706152,-73.933147,Manhattan,Canarsie - Rockaway Parkway,0,,,,,
446,446,446,505,IRT,Dyre Av,MORRIS PARK,Bx,5,Open Cut,40.854364,-73.860495,Eastchester - Dyre Av,Manhattan,0,,,,,
368,368,368,610,IRT,Pelham,MORRISON AV-SOUNDVIEW,Bx,6,Elevated,40.829521,-73.874516,Pelham Bay Park,Manhattan,0,,,,,
379,379,379,402,IRT,Jerome Av,MOSHOLU PKWY,Bx,4,Elevated,40.87975,-73.884655,Woodlawn,Manhattan,0,,,,,
386,386,386,411,IRT,Jerome Av,MT EDEN AV,Bx,4,Elevated,40.844434,-73.914685,Woodlawn,Manhattan,0,,,,,
96,97,97,M11,BMT,Jamaica,MYRTLE AV,Bk,J M Z,Elevated,40.697207,-73.935657,Jamaica - Middle Village,Manhattan,0,,,,,
288,288,288,G32,IND,Crosstown,MYRTLE-WILLOUGHBY AVS,Bk,G,Subway,40.694568,-73.949046,Queens,Church Av,0,,,,,
