,DOW,TOD,complex_id,avg(entries),avg(exits)
413,weekend,overnight,87,78.75,525.9375
414,weekend,overnight,88,47.625,264.1875
415,weekend,overnight,89,36.1875,253.9375
416,weekend,overnight,9,550.25,569.125
417,weekend,overnight,90,59.5625,319.9375
418,weekend,overnight,91,63.75,122.6875
419,weekend,overnight,93,77.9375,186.6875
420,weekend,overnight,94,103.1875,379.5
421,weekend,overnight,95,115.25,320.125
422,weekend,overnight,96,122.125,300.9375
423,weekend,overnight,97,259.75,1058.6875
424,weekend,overnight,98,161.0625,406.75
425,weekend,overnight,99,96.0625,239.375
