,entries,exits,0
235,1097.3249999999998,1452.4999999999993,362
236,3114.899999999999,4343.549999999997,363
237,1350.3749999999993,1770.6499999999992,364
238,3411.924999999999,4895.849999999997,365
239,7616.000000000002,11648.37499999999,366
240,2237.1749999999997,3069.8749999999986,367
241,3475.7999999999993,4376.874999999999,368
242,3755.6499999999983,5554.449999999995,369
243,2590.974999999997,1404.0749999999998,37
244,1052.8249999999996,1657.8249999999996,370
245,5618.400000000001,6985.025,371
246,1987.6249999999998,2456.974999999999,372
247,2725.3499999999985,3703.224999999998,373
248,768.6999999999997,1243.6499999999996,374
249,1664.1999999999998,1941.6499999999994,375
250,3320.0499999999997,4547.424999999999,376
251,4142.749999999998,4453.449999999999,377
252,3559.0499999999993,1342.8,378
253,4496.099999999998,3265.024999999999,379
254,6085.574999999995,6637.049999999998,38
255,3146.024999999998,3358.049999999997,380
256,4935.675,3401.649999999999,381
257,5299.325000000001,1663.1749999999988,382
258,3268.7249999999985,2478.924999999999,383
259,5091.049999999999,4179.099999999999,384
260,2976.4999999999986,2761.500000000001,385
261,2701.764102564103,2598.328205128203,386
262,4134.399999999998,4930.299999999998,387
263,4959.699999999995,7291.224999999998,388
264,2679.6249999999995,2376.8249999999994,39
265,1870.6749999999993,2491.074999999999,391
266,11883.999999999993,17481.549999999985,392
267,7436.924999999996,7600.699999999996,393
268,5417.749999999999,7577.274999999998,394
269,6705.799999999992,9343.849999999997,395
270,8170.374999999999,5414.149999999999,396
271,18819.449999999986,28213.449999999943,397
272,12025.649999999989,17929.69999999997,398
273,10985.449999999993,14974.874999999984,399
274,5085.124999999996,7874.324999999999,4
275,9879.324999999993,13435.099999999995,403
276,7230.199999999997,12010.649999999996,404
277,10621.574999999992,15363.249999999995,405
278,5469.775,11061.824999999992,407
279,3764.5499999999997,7756.824999999994,409
280,3771.099999999998,6013.999999999995,41
281,5543.874999999999,5746.05,413
282,10975.974999999991,14724.799999999972,414
283,2524.3999999999996,3656.324999999998,416
284,1868.8499999999997,1101.0999999999995,417
285,2552.124999999999,1452.5249999999996,418
286,1944.0999999999992,1655.475,419
287,4533.375,6484.674999999995,42
288,1568.925,1253.5249999999999,420
289,3551.9499999999994,5963.624999999998,421
290,1672.0249999999996,1094.6499999999999,422
291,2562.2499999999986,1700.1750000000002,423
292,4175.674999999998,3260.4750000000004,424
293,1348.5499999999995,914.6249999999999,425
294,3956.499999999999,4942.025000000001,426
295,3315.199999999999,3282.174999999999,427
296,3276.199999999999,4818.6749999999965,428
297,2503.6999999999985,3284.0499999999975,429
298,2797.5999999999995,3127.499999999998,43
299,4311.674999999999,1914.6499999999985,430
300,1763.924999999999,2525.3499999999995,431
301,3739.5249999999974,1736.7999999999993,432
302,2866.825,830.1499999999997,433
303,9776.074999999992,8698.875000000002,434
304,1678.35,2329.3,436
305,1698.1749999999993,304.32500000000005,437
306,5972.524999999999,3605.949999999997,438
307,6301.074999999995,4929.249999999999,439
308,7862.074999999994,11439.799999999997,44
309,4813.524999999999,4054.549999999996,440
310,3448.275,5058.2499999999945,441
311,2324.3999999999987,3416.1749999999984,442
312,1722.9999999999989,551.8750000000001,443
313,2683.5499999999993,4148.3499999999985,444
314,1647.4749999999992,1812.9499999999991,445
315,1224.5749999999996,1800.874999999999,446
316,29016.499999999964,34499.94999999993,447
317,1853.3249999999994,3086.7499999999995,448
318,7210.824999999993,6279.824999999997,449
319,1767.9999999999995,2469.9249999999993,45
320,11989.399999999998,13857.075,450
321,13518.999999999989,15893.075000000003,451
322,9575.224999999997,6141.924999999999,452
323,9267.424999999994,14813.199999999992,453
324,3119.6749999999993,4302.899999999997,455
325,9295.05,13569.849999999988,456
326,3111.949999999998,4321.649999999999,457
327,6378.774999999997,8822.949999999993,458
328,4731.074999999998,6368.824999999995,459
329,2983.399999999998,1449.9749999999992,46
330,4650.949999999998,5945.249999999998,460
331,6261.375000000002,3195.3249999999985,461
332,2862.825,3369.824999999998,463
333,5726.424999999996,7754.824999999993,464
334,5097.749999999997,6841.374999999995,47
335,7641.2499999999945,13005.249999999995,471
336,7819.274999999998,9191.774999999994,475
337,9298.025,10936.799999999988,476
338,12715.22499999999,17977.49999999998,477
339,1653.349999999999,2134.649999999999,48
340,3005.224999999999,2278.6249999999986,49
341,3014.1499999999987,4977.474999999998,5
342,3155.475,2037.1999999999996,50
343,10207.249999999995,11998.825,51
344,3670.099999999999,1798.9749999999995,52
345,2147.699999999999,786.5249999999997,53
346,6593.049999999994,8466.549999999997,54
347,5440.0,4813.749999999997,55
348,1648.6,841.8,56
349,1160.8999999999996,1238.5,57
350,6768.4999999999945,7914.224999999996,58
351,3080.7839743589734,4025.0884615384593,59
352,1313.8749999999995,2256.5249999999996,6
353,2455.249999999999,2106.1499999999996,60
354,16170.974999999993,22196.699999999986,601
355,34247.250000000044,55973.34999999992,602
356,5954.575000000002,6371.775000000001,603
357,11455.399999999996,9264.249999999998,604
358,10884.024999999998,12812.74999999997,605
359,9039.674999999997,12468.275,606
360,41411.19999999998,62066.27499999994,607
361,5599.049999999995,8234.574999999995,608
362,17932.124999999978,28760.349999999984,609
363,2031.8749999999989,2387.024999999999,61
364,46365.37499999996,73842.27499999994,610
365,72310.19999999992,103105.70000000006,611
366,6119.874999999995,12136.04999999999,612
367,34854.89999999996,54856.80000000004,613
368,28348.124999999978,37045.27499999999,614
369,2935.1249999999977,2961.075,615
370,27827.649999999983,30590.999999999953,616
371,20471.99999999998,28888.324999999968,617
372,16107.45000000002,24007.274999999994,618
373,12490.024999999992,21831.97499999999,619
374,1210.0249999999994,670.8999999999999,62
375,13996.825000000004,14601.32499999999,620
376,4001.599999999998,4984.2999999999965,621
377,12412.924999999994,17280.59999999999,622
378,16595.124999999978,19817.15000000001,623
379,23327.87499999996,26923.67499999999,624
380,11286.324999999997,15767.999999999989,625
381,790.75,1559.8749999999993,626
382,7607.149999999996,9440.549999999997,627
383,24950.124999999993,32837.34999999996,628
384,4857.999999999999,8418.79999999999,629
385,8324.824999999997,8532.099999999995,630
386,12427.099999999995,15892.924999999992,635
387,16066.44999999997,18566.29999999998,636
388,2725.55,1184.5999999999997,64
389,3515.8249999999994,1550.0999999999997,65
390,3173.549999999998,1042.7499999999995,66
391,2660.9499999999985,868.0999999999996,67
392,4145.374999999998,5016.024999999999,68
393,2420.499999999999,723.4999999999998,69
394,1615.1749999999993,886.0250000000001,70
395,6167.349999999996,8309.349999999999,71
396,3653.774999999999,2775.149999999999,72
397,2875.874999999999,3526.6999999999966,74
398,2326.849999999999,3147.999999999998,75
399,3924.799999999999,3803.5749999999975,76
400,2998.224999999998,3810.324999999998,77
401,2212.8749999999995,2271.1249999999995,78
402,1543.2749999999992,1935.2499999999998,79
403,6021.024999999995,6750.249999999996,8
404,1203.6,1050.7999999999995,80
405,1335.1999999999996,1196.9749999999997,81
406,1555.6249999999989,1250.4249999999993,82
407,2479.999999999997,1682.7,83
408,2052.099999999999,1362.3499999999995,84
409,1981.3999999999983,2090.974999999999,85
410,814.6499999999996,715.2249999999999,86
411,2154.5499999999993,3985.899999999998,87
412,1479.7999999999995,2533.2499999999995,88
413,1345.8249999999991,2456.8249999999985,89
414,12279.474999999993,15723.374999999993,9
415,1429.9750000000001,2172.2749999999987,90
416,1189.5000000000002,1593.425,91
417,1376.4250000000006,1036.1499999999999,93
418,2490.5749999999985,2067.724999999999,94
419,2919.624999999999,2172.924999999999,95
420,2248.3999999999983,1572.3249999999994,96
421,4382.799999999998,5093.924999999997,97
422,3836.0499999999984,3903.3249999999985,98
423,2122.774999999999,2878.349999999999,99
